imu,t,o,r,p,y,temp,press,alt
IMU3,24.58,1,-35.1,-70.47,-159.77,28.8,103548.0,183.45
IMU1,24.59,1,-108.36,-1.73,-0.47,25.8,103318.0,164.62
IMU2,24.59,1,32.42,7.55,124.1,25.6,103481.0,177.97
IMU3,24.59,1,-40.82,-69.55,-158.44,28.8,103548.0,183.45
IMU1,24.6,1,-108.34,-1.73,-0.47,25.8,103318.0,164.62
IMU2,24.6,1,32.42,7.53,124.2,25.6,103481.0,177.97
IMU3,24.6,1,-46.92,-68.38,-155.33,28.8,103548.0,183.45
IMU1,24.61,1,-108.32,-1.74,-0.46,25.8,103324.0,165.11
IMU2,24.61,1,32.42,7.52,124.3,25.6,103488.0,178.54
IMU3,24.61,1,-49.4,-67.33,-153.73,28.7,103548.0,183.45
IMU1,24.62,1,-108.3,-1.74,-0.46,25.8,103324.0,165.11
IMU2,24.62,1,32.41,7.5,124.4,25.6,103488.0,178.54
IMU3,24.62,1,-51.4,-66.31,-152.25,28.7,103548.0,183.45
IMU1,24.63,1,-108.29,-1.75,-0.45,25.8,103324.0,165.11
IMU2,24.63,1,32.41,7.49,124.5,25.6,103488.0,178.54
IMU3,24.63,1,-53.11,-65.26,-151.01,28.7,103548.0,183.45
IMU1,24.64,1,-108.27,-1.75,-0.45,25.8,103324.0,165.11
IMU2,24.64,1,32.41,7.47,124.59,25.6,103488.0,178.54
IMU3,24.64,1,-54.43,-64.3,-149.97,28.7,103548.0,183.45
IMU1,24.65,1,-108.25,-1.76,-0.44,25.8,103324.0,165.11
IMU2,24.65,1,32.41,7.45,124.69,25.6,103488.0,178.54
IMU3,24.65,1,-55.83,-63.3,-148.9,28.7,103548.0,183.45
IMU1,24.66,1,-108.23,-1.77,-0.44,25.8,103324.0,165.11
IMU2,24.66,1,32.41,7.44,124.79,25.6,103488.0,178.54
IMU3,24.66,1,-57.21,-62.31,-147.84,28.7,103548.0,183.45
IMU1,24.67,1,-108.21,-1.77,-0.43,25.8,103324.0,165.11
IMU2,24.67,1,32.41,7.42,124.89,25.6,103488.0,178.54
IMU3,24.67,1,-58.46,-61.34,-146.83,28.7,103548.0,183.45
IMU1,24.68,1,-108.2,-1.78,-0.43,25.8,103324.0,165.11
IMU2,24.68,1,32.41,7.41,124.99,25.6,103488.0,178.54
IMU3,24.68,1,-59.69,-60.37,-145.85,28.7,103548.0,183.45
IMU1,24.69,1,-108.18,-1.79,-0.42,25.8,103324.0,165.11
IMU2,24.69,1,32.41,7.39,125.09,25.6,103488.0,178.54
IMU3,24.69,1,-60.83,-59.41,-144.91,28.7,103548.0,183.45
IMU1,24.7,1,-108.17,-1.79,-0.42,25.8,103324.0,165.11
IMU2,24.7,1,32.41,7.38,125.18,25.6,103488.0,178.54
IMU3,24.7,1,-61.92,-58.46,-143.99,28.7,103548.0,183.45
IMU1,24.71,1,-108.15,-1.8,-0.41,25.9,103320.0,164.78
IMU2,24.71,1,32.37,6.99,124.74,25.6,103488.0,178.54
IMU3,24.71,1,-62.84,-57.44,-143.26,28.5,103546.0,183.29
IMU1,24.72,1,-108.13,-1.8,-0.41,25.9,103320.0,164.78
IMU2,24.72,1,31.24,4.13,124.06,25.6,103488.0,178.54
IMU3,24.72,1,-63.54,-56.55,-142.64,28.5,103546.0,183.29
IMU1,24.73,1,-108.12,-1.81,-0.4,25.9,103320.0,164.78
IMU2,24.73,1,30.31,1.02,123.76,25.6,103488.0,178.54
IMU3,24.73,1,-64.56,-55.59,-141.83,28.5,103546.0,183.29
IMU1,24.74,1,-108.1,-1.81,-0.4,25.9,103320.0,164.78
IMU2,24.74,1,28.56,-2.66,123.81,25.6,103488.0,178.54
IMU3,24.74,1,-65.51,-54.66,-141.0,28.5,103546.0,183.29
IMU1,24.75,1,-108.09,-1.82,-0.39,25.9,103320.0,164.78
IMU2,24.75,1,26.96,-7.18,123.87,25.6,103488.0,178.54
IMU3,24.75,1,-66.38,-53.76,-140.23,28.5,103546.0,183.29
IMU1,24.76,1,-108.09,-1.82,-0.39,25.9,103320.0,164.78
IMU2,24.76,1,24.91,-12.46,124.55,25.6,103488.0,178.54
IMU3,24.76,1,-67.27,-52.85,-139.46,28.5,103546.0,183.29
IMU1,24.77,1,-108.06,-1.83,-0.38,25.9,103320.0,164.78
IMU2,24.77,1,21.64,-18.4,126.02,25.6,103488.0,178.54
IMU3,24.77,1,-68.08,-51.95,-138.77,28.5,103546.0,183.29
IMU1,24.78,1,-108.05,-1.83,-0.38,25.9,103320.0,164.78
IMU2,24.78,1,18.14,-23.82,128.21,25.6,103488.0,178.54
IMU3,24.78,1,-68.77,-51.09,-138.13,28.5,103546.0,183.29
IMU1,24.79,1,-108.04,-1.84,-0.37,25.9,103320.0,164.78
IMU2,24.79,1,14.46,-28.35,131.36,25.6,103488.0,178.54
IMU3,24.79,1,-69.53,-50.22,-137.47,28.5,103546.0,183.29
IMU1,24.8,1,-108.02,-1.84,-0.37,25.9,103320.0,164.78
IMU2,24.8,1,11.41,-31.49,133.96,25.6,103488.0,178.54
IMU3,24.8,1,-70.24,-49.37,-136.83,28.5,103546.0,183.29
IMU1,24.81,1,-108.0,-1.85,-0.36,25.8,103317.0,164.54
IMU2,24.81,1,10.23,-32.85,134.91,25.6,103485.0,178.3
IMU3,24.81,1,-70.92,-48.52,-136.24,28.4,103548.0,183.45
IMU1,24.82,1,-108.0,-1.85,-0.36,25.8,103317.0,164.54
IMU2,24.82,1,10.26,-33.39,134.93,25.6,103485.0,178.3
IMU3,24.82,1,-71.63,-47.68,-135.62,28.4,103548.0,183.45
IMU1,24.83,1,-107.98,-1.86,-0.35,25.8,103317.0,164.54
IMU2,24.83,1,10.6,-33.76,134.77,25.6,103485.0,178.3
IMU3,24.83,1,-72.3,-46.84,-135.02,28.4,103548.0,183.45
IMU1,24.84,1,-107.97,-1.86,-0.35,25.8,103317.0,164.54
IMU2,24.84,1,11.66,-33.35,134.28,25.6,103485.0,178.3
IMU3,24.84,1,-72.96,-46.02,-134.43,28.4,103548.0,183.45
IMU1,24.85,1,-107.96,-1.87,-0.34,25.8,103317.0,164.54
IMU2,24.85,1,13.49,-32.68,133.48,25.6,103485.0,178.3
IMU3,24.85,1,-73.61,-45.2,-133.87,28.4,103548.0,183.45
IMU1,24.86,1,-107.95,-1.87,-0.34,25.8,103317.0,164.54
IMU2,24.86,1,16.33,-32.58,132.16,25.6,103485.0,178.3
IMU3,24.86,1,-74.23,-44.39,-133.32,28.4,103548.0,183.45
IMU1,24.87,1,-107.93,-1.88,-0.34,25.8,103317.0,164.54
IMU2,24.87,1,20.28,-32.82,130.3,25.6,103485.0,178.3
IMU3,24.87,1,-74.84,-43.59,-132.8,28.4,103548.0,183.45
IMU1,24.88,1,-107.92,-1.89,-0.33,25.8,103317.0,164.54
IMU2,24.88,1,25.15,-31.74,127.57,25.6,103485.0,178.3
IMU3,24.88,1,-75.43,-42.8,-132.29,28.4,103548.0,183.45
IMU1,24.89,1,-107.91,-1.89,-0.33,25.8,103317.0,164.54
IMU2,24.89,1,30.77,-29.11,124.26,25.6,103485.0,178.3
IMU3,24.89,1,-76.01,-42.02,-131.8,28.4,103548.0,183.45
IMU1,24.9,1,-107.9,-1.89,-0.32,25.8,103317.0,164.54
IMU2,24.9,1,35.38,-25.68,122.08,25.6,103485.0,178.3
IMU3,24.9,1,-76.58,-41.24,-131.32,28.4,103548.0,183.45
IMU1,24.91,1,-107.89,-1.9,-0.32,25.8,103320.0,164.78
IMU2,24.91,1,38.58,-22.59,121.33,25.6,103476.0,177.56
IMU3,24.91,1,-77.14,-40.47,-130.85,28.3,103560.0,184.44
IMU1,24.92,1,-107.88,-1.9,-0.32,25.8,103320.0,164.78
IMU2,24.92,1,39.9,-18.95,121.56,25.6,103476.0,177.56
IMU3,24.92,1,-77.7,-39.71,-130.39,28.3,103560.0,184.44
IMU1,24.93,1,-107.87,-1.9,-0.31,25.8,103320.0,164.78
IMU2,24.93,1,41.26,-16.67,121.47,25.6,103476.0,177.56
IMU3,24.93,1,-78.24,-38.96,-129.94,28.3,103560.0,184.44
IMU1,24.94,1,-107.85,-1.91,-0.31,25.8,103320.0,164.78
IMU2,24.94,1,42.54,-14.52,121.5,25.6,103476.0,177.56
IMU3,24.94,1,-78.77,-38.21,-129.51,28.3,103560.0,184.44
IMU1,24.95,1,-107.84,-1.92,-0.31,25.8,103320.0,164.78
IMU2,24.95,1,43.91,-12.78,121.5,25.6,103476.0,177.56
IMU3,24.95,1,-79.29,-37.48,-129.08,28.3,103560.0,184.44
IMU1,24.96,1,-107.82,-1.92,-0.3,25.8,103320.0,164.78
IMU2,24.96,1,44.96,-11.51,121.61,25.6,103476.0,177.56
IMU3,24.96,1,-79.8,-36.75,-128.68,28.3,103560.0,184.44
IMU1,24.97,1,-107.81,-1.93,-0.3,25.8,103320.0,164.78
IMU2,24.97,1,46.13,-10.59,121.67,25.6,103476.0,177.56
IMU3,24.97,1,-80.31,-36.02,-128.28,28.3,103560.0,184.44
IMU1,24.98,1,-107.81,-1.93,-0.3,25.8,103320.0,164.78
IMU2,24.98,1,46.66,-10.42,121.52,25.6,103476.0,177.56
IMU3,24.98,1,-80.8,-35.31,-127.89,28.3,103560.0,184.44
IMU1,24.99,1,-107.79,-1.94,-0.29,25.8,103320.0,164.78
IMU2,24.99,1,47.11,-11.26,120.99,25.6,103476.0,177.56
IMU3,24.99,1,-81.29,-34.61,-127.52,28.3,103560.0,184.44
IMU1,25.0,1,-107.79,-1.94,-0.29,25.8,103320.0,164.78
IMU2,25.0,1,47.31,-13.43,120.06,25.6,103476.0,177.56
IMU3,25.0,1,-81.77,-33.91,-127.16,28.3,103560.0,184.44
IMU1,25.01,1,-107.78,-1.95,-0.28,25.8,103312.0,164.13
IMU2,25.01,1,48.51,-19.33,118.01,25.7,103479.0,177.81
IMU3,25.01,1,-82.24,-33.22,-126.81,28.2,103552.0,183.78
IMU1,25.02,1,-107.75,-1.95,-0.28,25.8,103312.0,164.13
IMU2,25.02,1,50.1,-26.59,117.91,25.7,103479.0,177.81
IMU3,25.02,1,-82.7,-32.53,-126.49,28.2,103552.0,183.78
IMU1,25.03,1,-107.74,-1.96,-0.28,25.8,103312.0,164.13
IMU2,25.03,1,51.95,-33.25,119.06,25.7,103479.0,177.81
IMU3,25.03,1,-83.16,-31.86,-126.15,28.2,103552.0,183.78
IMU1,25.04,1,-107.74,-1.97,-0.28,25.8,103312.0,164.13
IMU2,25.04,1,52.72,-37.12,120.57,25.7,103479.0,177.81
IMU3,25.04,1,-83.61,-31.19,-125.83,28.2,103552.0,183.78
IMU1,25.05,1,-107.73,-1.97,-0.27,25.8,103312.0,164.13
IMU2,25.05,1,53.75,-38.79,121.15,25.7,103479.0,177.81
IMU3,25.05,1,-84.06,-30.53,-125.5,28.2,103552.0,183.78
IMU1,25.06,1,-107.72,-1.98,-0.27,25.8,103312.0,164.13
IMU2,25.06,1,56.06,-38.99,119.89,25.7,103479.0,177.81
IMU3,25.06,1,-84.51,-29.88,-125.19,28.2,103552.0,183.78
IMU1,25.07,1,-107.71,-1.98,-0.26,25.8,103312.0,164.13
IMU2,25.07,1,61.74,-38.17,113.99,25.7,103479.0,177.81
IMU3,25.07,1,-84.94,-29.24,-124.89,28.2,103552.0,183.78
IMU1,25.08,1,-107.72,-1.98,-0.26,25.8,103312.0,164.13
IMU2,25.08,1,69.2,-36.13,105.9,25.7,103479.0,177.81
IMU3,25.08,1,-85.37,-28.6,-124.61,28.2,103552.0,183.78
IMU1,25.09,1,-107.71,-1.99,-0.26,25.8,103312.0,164.13
IMU2,25.09,1,75.99,-31.85,98.15,25.7,103479.0,177.81
IMU3,25.09,1,-85.8,-27.97,-124.32,28.2,103552.0,183.78
IMU1,25.1,1,-107.7,-2.0,-0.25,25.8,103312.0,164.13
IMU2,25.1,1,81.21,-26.61,92.42,25.7,103479.0,177.81
IMU3,25.1,1,-86.22,-27.35,-124.05,28.2,103552.0,183.78
IMU1,25.11,1,-107.71,-2.0,-0.25,25.8,103316.0,164.46
IMU2,25.11,1,85.65,-21.07,88.23,25.7,103480.0,177.89
IMU3,25.11,1,-86.64,-26.74,-123.78,28.2,103549.0,183.53
IMU1,25.12,1,-107.71,-2.01,-0.25,25.8,103316.0,164.46
IMU2,25.12,1,88.44,-17.38,86.85,25.7,103480.0,177.89
IMU3,25.12,1,-87.04,-26.14,-123.52,28.2,103549.0,183.53
IMU1,25.13,1,-107.7,-2.01,-0.24,25.8,103316.0,164.46
IMU2,25.13,1,90.06,-14.67,87.28,25.7,103480.0,177.89
IMU3,25.13,1,-87.44,-25.54,-123.27,28.2,103549.0,183.53
IMU1,25.14,1,-107.68,-2.02,-0.24,25.8,103316.0,164.46
IMU2,25.14,1,90.79,-12.87,88.38,25.7,103480.0,177.89
IMU3,25.14,1,-87.82,-24.96,-123.02,28.2,103549.0,183.53
IMU1,25.15,1,-107.67,-2.02,-0.24,25.8,103316.0,164.46
IMU2,25.15,1,91.35,-12.04,89.59,25.7,103480.0,177.89
IMU3,25.15,1,-88.19,-24.4,-122.79,28.2,103549.0,183.53
IMU1,25.16,1,-107.67,-2.03,-0.23,25.8,103316.0,164.46
IMU2,25.16,1,90.93,-12.68,90.99,25.7,103480.0,177.89
IMU3,25.16,1,-88.55,-23.84,-122.57,28.2,103549.0,183.53
IMU1,25.17,1,-107.67,-2.03,-0.23,25.8,103316.0,164.46
IMU2,25.17,1,89.48,-13.83,92.81,25.7,103480.0,177.89
IMU3,25.17,1,-88.91,-23.29,-122.35,28.2,103549.0,183.53
IMU1,25.18,1,-107.66,-2.04,-0.23,25.8,103316.0,164.46
IMU2,25.18,1,84.95,-15.77,94.88,25.7,103480.0,177.89
IMU3,25.18,1,-89.26,-22.75,-122.15,28.2,103549.0,183.53
IMU1,25.19,1,-107.66,-2.04,-0.22,25.8,103316.0,164.46
IMU2,25.19,1,79.94,-18.03,96.49,25.7,103480.0,177.89
IMU3,25.19,1,-89.6,-22.23,-121.96,28.2,103549.0,183.53
IMU1,25.2,1,-107.66,-2.05,-0.22,25.8,103316.0,164.46
IMU2,25.2,1,74.66,-20.4,98.2,25.7,103480.0,177.89
IMU3,25.2,1,-89.94,-21.71,-121.77,28.2,103549.0,183.53
IMU1,25.21,1,-107.66,-2.05,-0.22,25.8,103317.0,164.54
IMU2,25.21,1,68.22,-21.56,99.24,25.7,103478.0,177.72
IMU3,25.21,1,-90.27,-21.19,-121.59,28.1,103550.0,183.62
IMU1,25.22,1,-107.66,-2.05,-0.21,25.8,103317.0,164.54
IMU2,25.22,1,62.4,-22.35,99.97,25.7,103478.0,177.72
IMU3,25.22,1,-90.59,-20.69,-121.42,28.1,103550.0,183.62
IMU1,25.23,1,-107.66,-2.06,-0.21,25.8,103317.0,164.54
IMU2,25.23,1,59.56,-22.4,100.45,25.7,103478.0,177.72
IMU3,25.23,1,-90.91,-20.2,-121.25,28.1,103550.0,183.62
IMU1,25.24,1,-107.66,-2.06,-0.21,25.8,103317.0,164.54
IMU2,25.24,1,58.93,-22.01,100.57,25.7,103478.0,177.72
IMU3,25.24,1,-91.22,-19.71,-121.1,28.1,103550.0,183.62
IMU1,25.25,1,-107.65,-2.07,-0.21,25.8,103317.0,164.54
IMU2,25.25,1,60.46,-20.6,101.22,25.7,103478.0,177.72
IMU3,25.25,1,-91.53,-19.23,-120.97,28.1,103550.0,183.62
IMU1,25.26,1,-107.64,-2.08,-0.2,25.8,103317.0,164.54
IMU2,25.26,1,63.84,-18.61,101.73,25.7,103478.0,177.72
IMU3,25.26,1,-91.83,-18.77,-120.84,28.1,103550.0,183.62
IMU1,25.27,1,-107.64,-2.08,-0.2,25.8,103317.0,164.54
IMU2,25.27,1,66.24,-17.31,102.1,25.7,103478.0,177.72
IMU3,25.27,1,-92.13,-18.31,-120.72,28.1,103550.0,183.62
IMU1,25.28,1,-107.64,-2.09,-0.2,25.8,103317.0,164.54
IMU2,25.28,1,67.4,-16.47,102.55,25.7,103478.0,177.72
IMU3,25.28,1,-92.42,-17.86,-120.59,28.1,103550.0,183.62
IMU1,25.29,1,-107.63,-2.09,-0.19,25.8,103317.0,164.54
IMU2,25.29,1,66.61,-15.32,102.94,25.7,103478.0,177.72
IMU3,25.29,1,-92.71,-17.41,-120.48,28.1,103550.0,183.62
IMU1,25.3,1,-107.64,-2.09,-0.19,25.8,103317.0,164.54
IMU2,25.3,1,65.14,-14.33,103.34,25.7,103478.0,177.72
IMU3,25.3,1,-92.99,-16.98,-120.37,28.1,103550.0,183.62
IMU1,25.31,1,-107.63,-2.1,-0.19,25.9,103318.0,164.62
IMU2,25.31,1,65.06,-13.74,103.66,25.7,103481.0,177.97
IMU3,25.31,1,-93.27,-16.55,-120.27,28.1,103550.0,183.62
IMU1,25.32,1,-107.63,-2.1,-0.19,25.9,103318.0,164.62
IMU2,25.32,1,64.79,-13.21,103.96,25.7,103481.0,177.97
IMU3,25.32,1,-93.55,-16.13,-120.17,28.1,103550.0,183.62
IMU1,25.33,1,-107.63,-2.11,-0.18,25.9,103318.0,164.62
IMU2,25.33,1,64.45,-12.7,104.26,25.7,103481.0,177.97
IMU3,25.33,1,-93.82,-15.72,-120.08,28.1,103550.0,183.62
IMU1,25.34,1,-107.63,-2.11,-0.18,25.9,103318.0,164.62
IMU2,25.34,1,64.14,-12.2,104.55,25.7,103481.0,177.97
IMU3,25.34,1,-94.08,-15.31,-119.99,28.1,103550.0,183.62
IMU1,25.35,1,-107.63,-2.12,-0.18,25.9,103318.0,164.62
IMU2,25.35,1,63.86,-11.7,104.83,25.7,103481.0,177.97
IMU3,25.35,1,-94.34,-14.92,-119.91,28.1,103550.0,183.62
IMU1,25.36,1,-107.63,-2.12,-0.17,25.9,103318.0,164.62
IMU2,25.36,1,63.57,-11.21,105.11,25.7,103481.0,177.97
IMU3,25.36,1,-94.6,-14.53,-119.84,28.1,103550.0,183.62
IMU1,25.37,1,-107.63,-2.12,-0.17,25.9,103318.0,164.62
IMU2,25.37,1,63.29,-10.73,105.37,25.7,103481.0,177.97
IMU3,25.37,1,-94.86,-14.14,-119.77,28.1,103550.0,183.62
IMU1,25.38,1,-107.63,-2.13,-0.17,25.9,103318.0,164.62
IMU2,25.38,1,63.01,-10.25,105.63,25.7,103481.0,177.97
IMU3,25.38,1,-95.11,-13.77,-119.71,28.1,103550.0,183.62
IMU1,25.39,1,-107.62,-2.13,-0.17,25.9,103318.0,164.62
IMU2,25.39,1,62.74,-9.78,105.87,25.7,103481.0,177.97
IMU3,25.39,1,-95.35,-13.4,-119.65,28.1,103550.0,183.62
IMU1,25.4,1,-107.62,-2.13,-0.16,25.9,103318.0,164.62
IMU2,25.4,1,62.47,-9.32,106.11,25.7,103481.0,177.97
IMU3,25.4,1,-95.59,-13.04,-119.59,28.1,103550.0,183.62
IMU1,25.41,1,-107.62,-2.14,-0.16,25.8,103322.0,164.95
IMU2,25.41,1,62.2,-8.87,106.34,25.8,103478.0,177.72
IMU3,25.41,1,-95.83,-12.68,-119.54,28.1,103556.0,184.11
IMU1,25.42,1,-107.31,-2.16,-0.09,25.8,103322.0,164.95
IMU2,25.42,1,61.94,-8.43,106.56,25.8,103478.0,177.72
IMU3,25.42,1,-96.07,-12.34,-119.5,28.1,103556.0,184.11
IMU1,25.43,1,-105.22,-2.18,0.01,25.8,103322.0,164.95
IMU2,25.43,1,61.67,-7.99,106.78,25.8,103478.0,177.72
IMU3,25.43,1,-96.3,-12.0,-119.45,28.1,103556.0,184.11
IMU1,25.44,1,-101.75,-2.35,2.08,25.8,103322.0,164.95
IMU2,25.44,1,61.41,-7.56,106.98,25.8,103478.0,177.72
IMU3,25.44,1,-96.53,-11.66,-119.42,28.1,103556.0,184.11
IMU1,25.45,1,-97.8,-3.23,3.15,25.8,103322.0,164.95
IMU2,25.45,1,61.15,-7.14,107.18,25.8,103478.0,177.72
IMU3,25.45,1,-96.75,-11.33,-119.39,28.1,103556.0,184.11
IMU1,25.46,1,-93.05,-4.36,4.42,25.8,103322.0,164.95
IMU2,25.46,1,60.9,-6.73,107.37,25.8,103478.0,177.72
IMU3,25.46,1,-96.97,-11.01,-119.36,28.1,103556.0,184.11
IMU1,25.47,1,-88.73,-5.9,5.24,25.8,103322.0,164.95
IMU2,25.47,1,60.64,-6.32,107.56,25.8,103478.0,177.72
IMU3,25.47,1,-97.19,-10.7,-119.33,28.1,103556.0,184.11
IMU1,25.48,1,-84.77,-7.84,5.26,25.8,103322.0,164.95
IMU2,25.48,1,60.39,-5.92,107.74,25.8,103478.0,177.72
IMU3,25.48,1,-97.41,-10.39,-119.32,28.1,103556.0,184.11
IMU1,25.49,1,-81.1,-9.46,5.1,25.8,103322.0,164.95
IMU2,25.49,1,60.14,-5.53,107.91,25.8,103478.0,177.72
IMU3,25.49,1,-97.62,-10.09,-119.3,28.1,103556.0,184.11
IMU1,25.5,1,-78.32,-10.69,4.87,25.8,103322.0,164.95
IMU2,25.5,1,59.9,-5.15,108.07,25.8,103478.0,177.72
IMU3,25.5,1,-97.83,-9.8,-119.28,28.1,103556.0,184.11
IMU1,25.51,1,-76.6,-11.46,4.35,25.9,103319.0,164.7
IMU2,25.51,1,59.65,-4.77,108.23,25.8,103475.0,177.48
IMU3,25.51,1,-98.03,-9.51,-119.27,28.0,103552.0,183.78
IMU1,25.52,1,-76.65,-11.85,4.5,25.9,103319.0,164.7
IMU2,25.52,1,59.42,-4.4,108.38,25.8,103475.0,177.48
IMU3,25.52,1,-98.23,-9.22,-119.25,28.0,103552.0,183.78
IMU1,25.53,1,-78.73,-11.63,4.85,25.9,103319.0,164.7
IMU2,25.53,1,59.18,-4.03,108.53,25.8,103475.0,177.48
IMU3,25.53,1,-98.43,-8.95,-119.24,28.0,103552.0,183.78
IMU1,25.54,1,-83.11,-10.31,4.85,25.9,103319.0,164.7
IMU2,25.54,1,58.94,-3.68,108.67,25.8,103475.0,177.48
IMU3,25.54,1,-98.62,-8.67,-119.25,28.0,103552.0,183.78
IMU1,25.55,1,-87.41,-8.93,4.17,25.9,103319.0,164.7
IMU2,25.55,1,58.71,-3.33,108.81,25.8,103475.0,177.48
IMU3,25.55,1,-98.81,-8.41,-119.25,28.0,103552.0,183.78
IMU1,25.56,1,-91.76,-7.88,3.29,25.9,103319.0,164.7
IMU2,25.56,1,58.48,-2.99,108.94,25.8,103475.0,177.48
IMU3,25.56,1,-99.0,-8.15,-119.25,28.0,103552.0,183.78
IMU1,25.57,1,-96.59,-7.26,2.16,25.9,103319.0,164.7
IMU2,25.57,1,58.25,-2.65,109.06,25.8,103475.0,177.48
IMU3,25.57,1,-99.19,-7.89,-119.25,28.0,103552.0,183.78
IMU1,25.58,1,-101.96,-7.14,1.16,25.9,103319.0,164.7
IMU2,25.58,1,58.02,-2.32,109.18,25.8,103475.0,177.48
IMU3,25.58,1,-99.37,-7.64,-119.26,28.0,103552.0,183.78
IMU1,25.59,1,-107.38,-7.21,0.12,25.9,103319.0,164.7
IMU2,25.59,1,57.8,-2.0,109.3,25.8,103475.0,177.48
IMU3,25.59,1,-99.55,-7.39,-119.26,28.0,103552.0,183.78
IMU1,25.6,1,-111.82,-7.79,-0.4,25.9,103319.0,164.7
IMU2,25.6,1,57.57,-1.68,109.41,25.8,103475.0,177.48
IMU3,25.6,1,-99.72,-7.15,-119.27,28.0,103552.0,183.78
IMU1,25.61,1,-117.11,-8.25,-0.39,26.3,103314.0,164.29
IMU2,25.61,1,57.35,-1.38,109.52,25.8,103480.0,177.89
IMU3,25.61,1,-99.89,-6.91,-119.29,28.0,103556.0,184.11
IMU1,25.62,1,-119.28,-8.63,-0.17,26.3,103314.0,164.29
IMU2,25.62,1,57.13,-1.07,109.62,25.8,103480.0,177.89
IMU3,25.62,1,-100.06,-6.68,-119.3,28.0,103556.0,184.11
IMU1,25.63,1,-120.76,-8.98,0.06,26.3,103314.0,164.29
IMU2,25.63,1,56.92,-0.77,109.72,25.8,103480.0,177.89
IMU3,25.63,1,-100.23,-6.45,-119.32,28.0,103556.0,184.11
IMU1,25.64,1,-121.37,-9.38,0.15,26.3,103314.0,164.29
IMU2,25.64,1,56.7,-0.48,109.81,25.8,103480.0,177.89
IMU3,25.64,1,-100.4,-6.23,-119.34,28.0,103556.0,184.11
IMU1,25.65,1,-120.74,-9.76,0.26,26.3,103314.0,164.29
IMU2,25.65,1,56.49,-0.2,109.9,25.8,103480.0,177.89
IMU3,25.65,1,-100.56,-6.02,-119.36,28.0,103556.0,184.11
IMU1,25.66,1,-118.69,-10.22,0.55,26.3,103314.0,164.29
IMU2,25.66,1,56.28,0.08,109.98,25.8,103480.0,177.89
IMU3,25.66,1,-100.72,-5.8,-119.37,28.0,103556.0,184.11
IMU1,25.67,1,-115.03,-10.73,0.99,26.3,103314.0,164.29
IMU2,25.67,1,56.07,0.35,110.07,25.8,103480.0,177.89
IMU3,25.67,1,-100.88,-5.59,-119.39,28.0,103556.0,184.11
IMU1,25.68,1,-110.47,-11.33,1.41,26.3,103314.0,164.29
IMU2,25.68,1,55.87,0.62,110.14,25.8,103480.0,177.89
IMU3,25.68,1,-101.03,-5.39,-119.42,28.0,103556.0,184.11
IMU1,25.69,1,-105.38,-11.88,1.83,26.3,103314.0,164.29
IMU2,25.69,1,55.66,0.88,110.22,25.8,103480.0,177.89
IMU3,25.69,1,-101.18,-5.19,-119.45,28.0,103556.0,184.11
IMU1,25.7,1,-99.86,-12.53,2.17,26.3,103314.0,164.29
IMU2,25.7,1,55.46,1.14,110.29,25.8,103480.0,177.89
IMU3,25.7,1,-101.33,-5.0,-119.48,28.0,103556.0,184.11
IMU1,25.71,1,-94.75,-13.13,2.27,26.8,103324.0,165.11
IMU2,25.71,1,55.26,1.39,110.36,25.8,103483.0,178.13
IMU3,25.71,1,-101.47,-4.81,-119.51,28.0,103545.0,183.2
IMU1,25.72,1,-90.62,-14.01,2.2,26.8,103324.0,165.11
IMU2,25.72,1,55.06,1.63,110.43,25.8,103483.0,178.13
IMU3,25.72,1,-101.62,-4.62,-119.53,28.0,103545.0,183.2
IMU1,25.73,1,-86.93,-15.03,2.36,26.8,103324.0,165.11
IMU2,25.73,1,54.87,1.87,110.49,25.8,103483.0,178.13
IMU3,25.73,1,-101.76,-4.43,-119.57,28.0,103545.0,183.2
IMU1,25.74,1,-83.87,-16.15,2.46,26.8,103324.0,165.11
IMU2,25.74,1,54.67,2.11,110.55,25.8,103483.0,178.13
IMU3,25.74,1,-101.9,-4.25,-119.6,28.0,103545.0,183.2
IMU1,25.75,1,-81.35,-17.39,2.48,26.8,103324.0,165.11
IMU2,25.75,1,54.48,2.34,110.6,25.8,103483.0,178.13
IMU3,25.75,1,-102.04,-4.08,-119.63,28.0,103545.0,183.2
IMU1,25.76,1,-79.63,-18.48,2.45,26.8,103324.0,165.11
IMU2,25.76,1,54.29,2.56,110.66,25.8,103483.0,178.13
IMU3,25.76,1,-102.17,-3.91,-119.66,28.0,103545.0,183.2
IMU1,25.77,1,-78.8,-19.36,2.41,26.8,103324.0,165.11
IMU2,25.77,1,54.1,2.78,110.71,25.8,103483.0,178.13
IMU3,25.77,1,-102.3,-3.74,-119.7,28.0,103545.0,183.2
IMU1,25.78,1,-79.31,-19.72,2.34,26.8,103324.0,165.11
IMU2,25.78,1,53.92,3.0,110.76,25.8,103483.0,178.13
IMU3,25.78,1,-102.43,-3.58,-119.73,28.0,103545.0,183.2
IMU1,25.79,1,-81.72,-19.2,2.01,26.8,103324.0,165.11
IMU2,25.79,1,53.73,3.21,110.8,25.8,103483.0,178.13
IMU3,25.79,1,-102.56,-3.42,-119.77,28.0,103545.0,183.2
IMU1,25.8,1,-85.37,-18.13,1.08,26.8,103324.0,165.11
IMU2,25.8,1,53.55,3.41,110.85,25.8,103483.0,178.13
